X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,course,speed,magvar,geoidheight,name,cmt,desc,src,url,urlname,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
7.03887855,50.7516943,0,0,233,102.701,2020/12/13 15:32:20+00,,1.5,,,,,,,,,,,,,,,,,
7.03887122,50.75170867,0,0,234,102.878,2020/12/13 15:32:21+00,,1.63,,,,,,,,,,,,,,,,,
7.03886345,50.75172269,0,0,235,102.935,2020/12/13 15:32:22+00,,1.58,,,,,,,,,,,,,,,,,
7.03885883,50.75173797,0,0,236,102.943,2020/12/13 15:32:23+00,,1.63,,,,,,,,,,,,,,,,,
7.03885032,50.7517521,0,0,237,103.261,2020/12/13 15:32:24+00,,1.36,,,,,,,,,,,,,,,,,
7.03884193,50.75176837,0,0,238,103.134,2020/12/13 15:32:25+00,,1.6,,,,,,,,,,,,,,,,,
7.0388365,50.75178452,0,0,239,103.527,2020/12/13 15:32:26+00,,1.66,,,,,,,,,,,,,,,,,
7.03883465,50.7517997,0,0,240,103.865,2020/12/13 15:32:27+00,,1.59,,,,,,,,,,,,,,,,,
7.03883408,50.75181503,0,0,241,104.009,2020/12/13 15:32:28+00,,1.51,,,,,,,,,,,,,,,,,
7.03883148,50.75183173,0,0,242,104.601,2020/12/13 15:32:29+00,,1.54,,,,,,,,,,,,,,,,,
7.03882871,50.75184801,0,0,243,104.891,2020/12/13 15:32:30+00,,1.64,,,,,,,,,,,,,,,,,
7.03882669,50.75186345,0,0,244,104.516,2020/12/13 15:32:31+00,,1.55,,,,,,,,,,,,,,,,,
7.03882428,50.75188189,0,0,245,105.191,2020/12/13 15:32:32+00,,1.55,,,,,,,,,,,,,,,,,
7.03882,50.75189998,0,0,246,105.954,2020/12/13 15:32:33+00,,1.61,,,,,,,,,,,,,,,,,
7.03881639,50.75191818,0,0,247,105.559,2020/12/13 15:32:34+00,,1.56,,,,,,,,,,,,,,,,,
7.03881478,50.75193591,0,0,248,105.397,2020/12/13 15:32:35+00,,1.6,,,,,,,,,,,,,,,,,
7.03881412,50.75195405,0,0,249,105.342,2020/12/13 15:32:36+00,,1.55,,,,,,,,,,,,,,,,,
7.03881203,50.75197404,0,0,250,105.439,2020/12/13 15:32:37+00,,1.69,,,,,,,,,,,,,,,,,
7.0388103,50.75199017,0,0,251,105.559,2020/12/13 15:32:38+00,,1.6,,,,,,,,,,,,,,,,,
7.03881045,50.75200685,0,0,252,105.672,2020/12/13 15:32:39+00,,1.74,,,,,,,,,,,,,,,,,
7.03880976,50.75202175,0,0,253,105.823,2020/12/13 15:32:40+00,,1.71,,,,,,,,,,,,,,,,,
7.03880962,50.75203858,0,0,254,105.987,2020/12/13 15:32:41+00,,1.61,,,,,,,,,,,,,,,,,
7.03880783,50.75205511,0,0,255,105.919,2020/12/13 15:32:42+00,,1.77,,,,,,,,,,,,,,,,,
7.03880656,50.75206943,0,0,256,106.032,2020/12/13 15:32:43+00,,1.61,,,,,,,,,,,,,,,,,
7.03880753,50.75208545,0,0,257,106.434,2020/12/13 15:32:44+00,,1.57,,,,,,,,,,,,,,,,,
7.0388093,50.75210214,0,0,258,106.898,2020/12/13 15:32:45+00,,1.62,,,,,,,,,,,,,,,,,
7.03880997,50.7521176,0,0,259,106.937,2020/12/13 15:32:46+00,,1.59,,,,,,,,,,,,,,,,,
7.03880771,50.75213462,0,0,260,107.668,2020/12/13 15:32:47+00,,1.49,,,,,,,,,,,,,,,,,
7.03880391,50.75215017,0,0,261,108.165,2020/12/13 15:32:48+00,,1.56,,,,,,,,,,,,,,,,,
7.03876627,50.75215984,0,0,262,108.726,2020/12/13 15:32:49+00,,3.1,,,,,,,,,,,,,,,,,
7.03874167,50.75216414,0,0,263,108.673,2020/12/13 15:32:50+00,,1.67,,,,,,,,,,,,,,,,,
7.0387201,50.7521665,0,0,264,108.284,2020/12/13 15:32:51+00,,1.65,,,,,,,,,,,,,,,,,
7.03869786,50.75216904,0,0,265,108.35,2020/12/13 15:32:52+00,,1.61,,,,,,,,,,,,,,,,,
7.03867742,50.75217267,0,0,266,108.492,2020/12/13 15:32:53+00,,1.56,,,,,,,,,,,,,,,,,
7.03865606,50.7521777,0,0,267,108.97,2020/12/13 15:32:54+00,,1.64,,,,,,,,,,,,,,,,,
7.03863422,50.75218146,0,0,268,108.772,2020/12/13 15:32:55+00,,1.57,,,,,,,,,,,,,,,,,
7.03861252,50.75218694,0,0,269,108.712,2020/12/13 15:32:56+00,,1.72,,,,,,,,,,,,,,,,,
7.03858709,50.75219211,0,0,270,108.383,2020/12/13 15:32:57+00,,1.65,,,,,,,,,,,,,,,,,
7.03856692,50.75220116,0,0,271,108.568,2020/12/13 15:32:58+00,,1.77,,,,,,,,,,,,,,,,,
7.03854492,50.75220954,0,0,272,108.762,2020/12/13 15:32:59+00,,1.68,,,,,,,,,,,,,,,,,
7.03852197,50.75221653,0,0,273,108.589,2020/12/13 15:33:00+00,,1.64,,,,,,,,,,,,,,,,,
7.03850058,50.75222282,0,0,274,108.306,2020/12/13 15:33:01+00,,1.54,,,,,,,,,,,,,,,,,
7.03847772,50.75222914,0,0,275,107.669,2020/12/13 15:33:02+00,,1.68,,,,,,,,,,,,,,,,,
7.0384544,50.75223625,0,0,276,107.769,2020/12/13 15:33:03+00,,1.65,,,,,,,,,,,,,,,,,
7.03843294,50.75224155,0,0,277,107.967,2020/12/13 15:33:04+00,,1.52,,,,,,,,,,,,,,,,,
7.03841053,50.75224794,0,0,278,108.283,2020/12/13 15:33:05+00,,1.67,,,,,,,,,,,,,,,,,
7.03838915,50.75225424,0,0,279,108.416,2020/12/13 15:33:06+00,,1.59,,,,,,,,,,,,,,,,,
7.03836771,50.7522612,0,0,280,108.768,2020/12/13 15:33:07+00,,1.57,,,,,,,,,,,,,,,,,
7.03834512,50.75226437,0,0,281,108.537,2020/12/13 15:33:08+00,,1.58,,,,,,,,,,,,,,,,,
7.03832062,50.75226613,0,0,282,108.17,2020/12/13 15:33:09+00,,1.53,,,,,,,,,,,,,,,,,
7.03829669,50.75226809,0,0,283,108.152,2020/12/13 15:33:10+00,,1.57,,,,,,,,,,,,,,,,,
7.03827383,50.75227096,0,0,284,108.077,2020/12/13 15:33:11+00,,1.55,,,,,,,,,,,,,,,,,
7.03825188,50.75227517,0,0,285,108.276,2020/12/13 15:33:12+00,,1.6,,,,,,,,,,,,,,,,,
7.0382316,50.75227715,0,0,286,108.313,2020/12/13 15:33:13+00,,1.47,,,,,,,,,,,,,,,,,
7.03820868,50.75227797,0,0,287,107.896,2020/12/13 15:33:14+00,,1.59,,,,,,,,,,,,,,,,,
7.03818544,50.75227927,0,0,288,106.944,2020/12/13 15:33:15+00,,1.58,,,,,,,,,,,,,,,,,
7.03816278,50.75227992,0,0,289,107.056,2020/12/13 15:33:16+00,,1.52,,,,,,,,,,,,,,,,,
7.03813863,50.75227712,0,0,290,107.039,2020/12/13 15:33:17+00,,1.56,,,,,,,,,,,,,,,,,
7.03811384,50.75227459,0,0,291,106.896,2020/12/13 15:33:18+00,,1.53,,,,,,,,,,,,,,,,,
7.03809083,50.75227122,0,0,292,106.982,2020/12/13 15:33:19+00,,1.6,,,,,,,,,,,,,,,,,
7.03807011,50.75227153,0,0,293,106.941,2020/12/13 15:33:20+00,,1.42,,,,,,,,,,,,,,,,,
7.03805049,50.75228115,0,0,294,107.373,2020/12/13 15:33:21+00,,1.66,,,,,,,,,,,,,,,,,
7.03803872,50.75229249,0,0,295,107.458,2020/12/13 15:33:22+00,,1.62,,,,,,,,,,,,,,,,,
7.038032,50.75230545,0,0,296,107.441,2020/12/13 15:33:23+00,,1.66,,,,,,,,,,,,,,,,,
7.03803323,50.75231776,0,0,297,107.08,2020/12/13 15:33:24+00,,1.62,,,,,,,,,,,,,,,,,
7.0380344,50.75233038,0,0,298,106.622,2020/12/13 15:33:25+00,,1.49,,,,,,,,,,,,,,,,,
7.03803693,50.75234327,0,0,299,106.304,2020/12/13 15:33:26+00,,1.55,,,,,,,,,,,,,,,,,
7.03804046,50.75235542,0,0,300,106.214,2020/12/13 15:33:27+00,,1.53,,,,,,,,,,,,,,,,,
7.03804307,50.75236839,0,0,301,106.608,2020/12/13 15:33:28+00,,1.56,,,,,,,,,,,,,,,,,
7.03804985,50.75238044,0,0,302,106.108,2020/12/13 15:33:29+00,,1.48,,,,,,,,,,,,,,,,,
7.03805554,50.75239331,0,0,303,105.939,2020/12/13 15:33:30+00,,1.56,,,,,,,,,,,,,,,,,
7.03805966,50.75240601,0,0,304,106.2,2020/12/13 15:33:31+00,,1.53,,,,,,,,,,,,,,,,,
7.03806377,50.75241899,0,0,305,105.97,2020/12/13 15:33:32+00,,1.57,,,,,,,,,,,,,,,,,
7.03806817,50.75243296,0,0,306,105.679,2020/12/13 15:33:33+00,,1.61,,,,,,,,,,,,,,,,,
7.03807093,50.75244691,0,0,307,105.627,2020/12/13 15:33:34+00,,1.62,,,,,,,,,,,,,,,,,
7.03807518,50.75246038,0,0,308,105.573,2020/12/13 15:33:35+00,,1.56,,,,,,,,,,,,,,,,,
7.03807639,50.75247371,0,0,309,105.439,2020/12/13 15:33:36+00,,1.58,,,,,,,,,,,,,,,,,
7.03808123,50.75248699,0,0,310,105.914,2020/12/13 15:33:37+00,,1.65,,,,,,,,,,,,,,,,,
7.03808747,50.75249984,0,0,311,105.933,2020/12/13 15:33:38+00,,1.61,,,,,,,,,,,,,,,,,
7.03809308,50.75251314,0,0,312,106.054,2020/12/13 15:33:39+00,,1.61,,,,,,,,,,,,,,,,,
7.03809899,50.75252551,0,0,313,105.67,2020/12/13 15:33:40+00,,1.51,,,,,,,,,,,,,,,,,
7.03810264,50.75253985,0,0,314,105.906,2020/12/13 15:33:41+00,,1.55,,,,,,,,,,,,,,,,,
7.03810637,50.75255334,0,0,315,105.742,2020/12/13 15:33:42+00,,1.55,,,,,,,,,,,,,,,,,
7.03810949,50.75256669,0,0,316,105.76,2020/12/13 15:33:43+00,,1.55,,,,,,,,,,,,,,,,,
7.03811365,50.75258008,0,0,317,105.279,2020/12/13 15:33:44+00,,1.6,,,,,,,,,,,,,,,,,
7.03812083,50.75259363,0,0,318,105.161,2020/12/13 15:33:45+00,,1.61,,,,,,,,,,,,,,,,,
7.03812606,50.75260598,0,0,319,105.328,2020/12/13 15:33:46+00,,1.54,,,,,,,,,,,,,,,,,
7.03813147,50.75261993,0,0,320,104.974,2020/12/13 15:33:47+00,,1.52,,,,,,,,,,,,,,,,,
7.03813618,50.75263473,0,0,321,105.408,2020/12/13 15:33:48+00,,1.53,,,,,,,,,,,,,,,,,
7.03814405,50.75264979,0,0,322,105.313,2020/12/13 15:33:49+00,,1.58,,,,,,,,,,,,,,,,,
7.03815033,50.7526624,0,0,323,104.91,2020/12/13 15:33:50+00,,1.52,,,,,,,,,,,,,,,,,
7.03815537,50.75267363,0,0,324,105.078,2020/12/13 15:33:51+00,,1.44,,,,,,,,,,,,,,,,,
7.03816011,50.75268667,0,0,325,105.14,2020/12/13 15:33:52+00,,1.56,,,,,,,,,,,,,,,,,
7.03816399,50.75270093,0,0,326,105.188,2020/12/13 15:33:53+00,,1.66,,,,,,,,,,,,,,,,,
7.03816438,50.75271479,0,0,327,104.891,2020/12/13 15:33:54+00,,1.52,,,,,,,,,,,,,,,,,
7.03816284,50.75273008,0,0,328,104.868,2020/12/13 15:33:55+00,,1.67,,,,,,,,,,,,,,,,,
7.03816249,50.75274482,0,0,329,104.807,2020/12/13 15:33:56+00,,1.58,,,,,,,,,,,,,,,,,
7.03816502,50.75275992,0,0,330,104.72,2020/12/13 15:33:57+00,,1.57,,,,,,,,,,,,,,,,,
7.03816976,50.75277441,0,0,331,104.638,2020/12/13 15:33:58+00,,1.59,,,,,,,,,,,,,,,,,
7.03817286,50.75278857,0,0,332,104.624,2020/12/13 15:33:59+00,,1.58,,,,,,,,,,,,,,,,,
7.03817458,50.75280293,0,0,333,104.654,2020/12/13 15:34:00+00,,1.58,,,,,,,,,,,,,,,,,
7.03817818,50.75281741,0,0,334,104.645,2020/12/13 15:34:01+00,,1.5,,,,,,,,,,,,,,,,,
7.03818279,50.75283253,0,0,335,104.969,2020/12/13 15:34:02+00,,1.64,,,,,,,,,,,,,,,,,
7.038187,50.75284573,0,0,336,104.853,2020/12/13 15:34:03+00,,1.44,,,,,,,,,,,,,,,,,
7.03819171,50.75286012,0,0,337,104.813,2020/12/13 15:34:04+00,,1.59,,,,,,,,,,,,,,,,,
7.03819671,50.75287494,0,0,338,104.559,2020/12/13 15:34:05+00,,1.59,,,,,,,,,,,,,,,,,
7.0382025,50.75288752,0,0,339,104.354,2020/12/13 15:34:06+00,,1.45,,,,,,,,,,,,,,,,,
7.03821062,50.7529019,0,0,340,104.537,2020/12/13 15:34:07+00,,1.71,,,,,,,,,,,,,,,,,
7.03821821,50.75291812,0,0,341,104.677,2020/12/13 15:34:08+00,,1.6,,,,,,,,,,,,,,,,,
7.03822248,50.75293614,0,0,342,105.271,2020/12/13 15:34:09+00,,1.7,,,,,,,,,,,,,,,,,
7.03822569,50.75295316,0,0,343,105.077,2020/12/13 15:34:10+00,,1.68,,,,,,,,,,,,,,,,,
7.03822963,50.75296936,0,0,344,105.071,2020/12/13 15:34:11+00,,1.57,,,,,,,,,,,,,,,,,
7.03823178,50.75298567,0,0,345,105.457,2020/12/13 15:34:12+00,,1.56,,,,,,,,,,,,,,,,,
7.03823451,50.75300157,0,0,346,105.481,2020/12/13 15:34:13+00,,1.61,,,,,,,,,,,,,,,,,
7.03823643,50.75301643,0,0,347,105.401,2020/12/13 15:34:14+00,,1.63,,,,,,,,,,,,,,,,,
7.03823559,50.7530304,0,0,348,105.494,2020/12/13 15:34:15+00,,1.59,,,,,,,,,,,,,,,,,
7.03823977,50.75304405,0,0,349,105.191,2020/12/13 15:34:16+00,,1.57,,,,,,,,,,,,,,,,,
7.03824028,50.75305845,0,0,350,104.688,2020/12/13 15:34:17+00,,1.56,,,,,,,,,,,,,,,,,
7.03824002,50.75307368,0,0,351,104.334,2020/12/13 15:34:18+00,,1.71,,,,,,,,,,,,,,,,,
7.03823719,50.75308871,0,0,352,104.054,2020/12/13 15:34:19+00,,1.67,,,,,,,,,,,,,,,,,
7.03823371,50.75310269,0,0,353,104.146,2020/12/13 15:34:20+00,,1.71,,,,,,,,,,,,,,,,,
7.03822861,50.75311645,0,0,354,103.843,2020/12/13 15:34:21+00,,1.58,,,,,,,,,,,,,,,,,
7.03822471,50.75313028,0,0,355,103.622,2020/12/13 15:34:22+00,,1.6,,,,,,,,,,,,,,,,,
7.03822362,50.75314362,0,0,356,103.536,2020/12/13 15:34:23+00,,1.6,,,,,,,,,,,,,,,,,
7.03822416,50.75315746,0,0,357,102.8,2020/12/13 15:34:24+00,,1.67,,,,,,,,,,,,,,,,,
7.03822524,50.75317383,0,0,358,103.054,2020/12/13 15:34:25+00,,1.78,,,,,,,,,,,,,,,,,
7.03822547,50.75318902,0,0,359,103.202,2020/12/13 15:34:26+00,,1.63,,,,,,,,,,,,,,,,,
7.03822437,50.75320365,0,0,360,102.868,2020/12/13 15:34:27+00,,1.58,,,,,,,,,,,,,,,,,
7.03822233,50.75321664,0,0,361,102.587,2020/12/13 15:34:28+00,,1.47,,,,,,,,,,,,,,,,,
7.03821892,50.75323227,0,0,362,102.49,2020/12/13 15:34:29+00,,1.74,,,,,,,,,,,,,,,,,
7.03821375,50.75324581,0,0,363,102.497,2020/12/13 15:34:30+00,,1.5,,,,,,,,,,,,,,,,,
7.03821194,50.75325959,0,0,364,102.586,2020/12/13 15:34:31+00,,1.6,,,,,,,,,,,,,,,,,
7.03821097,50.75327358,0,0,365,102.553,2020/12/13 15:34:32+00,,1.58,,,,,,,,,,,,,,,,,
7.03820864,50.75328732,0,0,366,102.659,2020/12/13 15:34:33+00,,1.53,,,,,,,,,,,,,,,,,
7.03820682,50.75330234,0,0,367,102.052,2020/12/13 15:34:34+00,,1.55,,,,,,,,,,,,,,,,,
7.03820683,50.75331762,0,0,368,103.053,2020/12/13 15:34:35+00,,1.55,,,,,,,,,,,,,,,,,
7.03820762,50.75333162,0,0,369,102.856,2020/12/13 15:34:36+00,,1.5,,,,,,,,,,,,,,,,,
7.03820696,50.75334655,0,0,370,102.669,2020/12/13 15:34:37+00,,1.63,,,,,,,,,,,,,,,,,
7.0382089,50.75336218,0,0,371,102.709,2020/12/13 15:34:38+00,,1.7,,,,,,,,,,,,,,,,,
7.03821271,50.75337671,0,0,372,102.746,2020/12/13 15:34:39+00,,1.56,,,,,,,,,,,,,,,,,
7.03821713,50.75338998,0,0,373,102.447,2020/12/13 15:34:40+00,,1.56,,,,,,,,,,,,,,,,,
7.03821774,50.75340517,0,0,374,102.586,2020/12/13 15:34:41+00,,1.67,,,,,,,,,,,,,,,,,
7.0382171,50.75341992,0,0,375,102.153,2020/12/13 15:34:42+00,,1.59,,,,,,,,,,,,,,,,,
7.03821892,50.75343363,0,0,376,101.985,2020/12/13 15:34:43+00,,1.44,,,,,,,,,,,,,,,,,
7.03822281,50.75344866,0,0,377,101.986,2020/12/13 15:34:44+00,,1.57,,,,,,,,,,,,,,,,,
7.03823123,50.75346405,0,0,378,102.97,2020/12/13 15:34:45+00,,1.63,,,,,,,,,,,,,,,,,
7.03823601,50.75347974,0,0,379,102.587,2020/12/13 15:34:46+00,,1.6,,,,,,,,,,,,,,,,,
7.03824215,50.75349559,0,0,380,102.788,2020/12/13 15:34:47+00,,1.62,,,,,,,,,,,,,,,,,
7.03824573,50.75351073,0,0,381,102.619,2020/12/13 15:34:48+00,,1.56,,,,,,,,,,,,,,,,,
7.03824801,50.75352584,0,0,382,102.643,2020/12/13 15:34:49+00,,1.59,,,,,,,,,,,,,,,,,
7.03824914,50.75354201,0,0,383,102.662,2020/12/13 15:34:50+00,,1.58,,,,,,,,,,,,,,,,,
7.03824902,50.75355726,0,0,384,102.354,2020/12/13 15:34:51+00,,1.53,,,,,,,,,,,,,,,,,
7.03824835,50.75357231,0,0,385,102.099,2020/12/13 15:34:52+00,,1.54,,,,,,,,,,,,,,,,,
7.03824552,50.75358802,0,0,386,101.805,2020/12/13 15:34:53+00,,1.57,,,,,,,,,,,,,,,,,
7.03824785,50.75360411,0,0,387,101.702,2020/12/13 15:34:54+00,,1.58,,,,,,,,,,,,,,,,,
7.03824947,50.75361714,0,0,388,101.217,2020/12/13 15:34:55+00,,1.36,,,,,,,,,,,,,,,,,
7.03825101,50.75363131,0,0,389,100.514,2020/12/13 15:34:56+00,,1.54,,,,,,,,,,,,,,,,,
7.03825488,50.75364571,0,0,390,100.317,2020/12/13 15:34:57+00,,1.59,,,,,,,,,,,,,,,,,
7.03825718,50.75366111,0,0,391,100.069,2020/12/13 15:34:58+00,,1.58,,,,,,,,,,,,,,,,,
7.03825662,50.75367763,0,0,392,99.577,2020/12/13 15:34:59+00,,1.64,,,,,,,,,,,,,,,,,
7.03825491,50.75369245,0,0,393,99.639,2020/12/13 15:35:00+00,,1.55,,,,,,,,,,,,,,,,,
7.03825397,50.75370961,0,0,394,100.042,2020/12/13 15:35:01+00,,1.62,,,,,,,,,,,,,,,,,
7.03825391,50.75372592,0,0,395,100.485,2020/12/13 15:35:02+00,,1.66,,,,,,,,,,,,,,,,,
7.03825525,50.75374103,0,0,396,100.434,2020/12/13 15:35:03+00,,1.58,,,,,,,,,,,,,,,,,
7.03825861,50.75375532,0,0,397,100.429,2020/12/13 15:35:04+00,,1.62,,,,,,,,,,,,,,,,,
7.03826264,50.75377095,0,0,398,101.964,2020/12/13 15:35:05+00,,1.58,,,,,,,,,,,,,,,,,
7.0382664,50.75378512,0,0,399,101.746,2020/12/13 15:35:06+00,,1.59,,,,,,,,,,,,,,,,,
7.03827138,50.75379789,0,0,400,101,2020/12/13 15:35:07+00,,1.5,,,,,,,,,,,,,,,,,
7.03827842,50.75381184,0,0,401,100.932,2020/12/13 15:35:08+00,,1.64,,,,,,,,,,,,,,,,,
7.03828693,50.75382675,0,0,402,100.763,2020/12/13 15:35:09+00,,1.58,,,,,,,,,,,,,,,,,
7.0382946,50.75384118,0,0,403,100.525,2020/12/13 15:35:10+00,,1.56,,,,,,,,,,,,,,,,,
7.03830065,50.75385664,0,0,404,100.711,2020/12/13 15:35:11+00,,1.6,,,,,,,,,,,,,,,,,
7.03830649,50.75387263,0,0,405,100.745,2020/12/13 15:35:12+00,,1.64,,,,,,,,,,,,,,,,,
7.03831199,50.75388787,0,0,406,101.164,2020/12/13 15:35:13+00,,1.69,,,,,,,,,,,,,,,,,
7.03832104,50.75390284,0,0,407,101.238,2020/12/13 15:35:14+00,,1.61,,,,,,,,,,,,,,,,,
7.03832816,50.75391872,0,0,408,101.422,2020/12/13 15:35:15+00,,1.63,,,,,,,,,,,,,,,,,
7.03833323,50.75393217,0,0,409,101.224,2020/12/13 15:35:16+00,,1.48,,,,,,,,,,,,,,,,,
7.03833559,50.75394612,0,0,410,100.835,2020/12/13 15:35:17+00,,1.5,,,,,,,,,,,,,,,,,
7.03833331,50.75396062,0,0,411,100.444,2020/12/13 15:35:18+00,,1.53,,,,,,,,,,,,,,,,,
7.03832979,50.75397503,0,0,412,100.508,2020/12/13 15:35:19+00,,1.6,,,,,,,,,,,,,,,,,
7.03832839,50.75398935,0,0,413,100.817,2020/12/13 15:35:20+00,,1.55,,,,,,,,,,,,,,,,,
7.03832668,50.75400569,0,0,414,101.218,2020/12/13 15:35:21+00,,1.6,,,,,,,,,,,,,,,,,
7.03832503,50.75402141,0,0,415,101.464,2020/12/13 15:35:22+00,,1.65,,,,,,,,,,,,,,,,,
7.03832118,50.7540368,0,0,416,101.867,2020/12/13 15:35:23+00,,1.58,,,,,,,,,,,,,,,,,
7.03832328,50.75405498,0,0,417,102.265,2020/12/13 15:35:24+00,,1.6,,,,,,,,,,,,,,,,,
7.03832205,50.75407539,0,0,418,103.77,2020/12/13 15:35:25+00,,1.6,,,,,,,,,,,,,,,,,
7.03832155,50.75409636,0,0,419,104.121,2020/12/13 15:35:26+00,,1.6,,,,,,,,,,,,,,,,,
7.03832539,50.75411755,0,0,420,104.425,2020/12/13 15:35:27+00,,1.58,,,,,,,,,,,,,,,,,
7.03833391,50.75413393,0,0,421,104.308,2020/12/13 15:35:28+00,,1.57,,,,,,,,,,,,,,,,,
7.03834983,50.75414794,0,0,422,104.662,2020/12/13 15:35:29+00,,1.65,,,,,,,,,,,,,,,,,
7.03836066,50.75416217,0,0,423,104.999,2020/12/13 15:35:30+00,,1.59,,,,,,,,,,,,,,,,,
7.03836898,50.75417713,0,0,424,105.029,2020/12/13 15:35:31+00,,1.6,,,,,,,,,,,,,,,,,
7.03837331,50.75419311,0,0,425,104.773,2020/12/13 15:35:32+00,,1.6,,,,,,,,,,,,,,,,,
7.03837758,50.75420787,0,0,426,104.818,2020/12/13 15:35:33+00,,1.59,,,,,,,,,,,,,,,,,
7.03837684,50.75422627,0,0,427,104.616,2020/12/13 15:35:34+00,,1.62,,,,,,,,,,,,,,,,,
7.03837638,50.75424645,0,0,428,105.514,2020/12/13 15:35:35+00,,1.58,,,,,,,,,,,,,,,,,
7.03837305,50.75426724,0,0,429,105.712,2020/12/13 15:35:36+00,,1.64,,,,,,,,,,,,,,,,,
7.03836931,50.75428534,0,0,430,106.001,2020/12/13 15:35:37+00,,1.65,,,,,,,,,,,,,,,,,
7.03836301,50.75430281,0,0,431,106.455,2020/12/13 15:35:38+00,,1.52,,,,,,,,,,,,,,,,,
7.03835657,50.75431869,0,0,432,106.836,2020/12/13 15:35:39+00,,1.58,,,,,,,,,,,,,,,,,
7.03834906,50.75433332,0,0,433,106.542,2020/12/13 15:35:40+00,,1.57,,,,,,,,,,,,,,,,,
7.03834472,50.75434824,0,0,434,106.952,2020/12/13 15:35:41+00,,1.55,,,,,,,,,,,,,,,,,
7.03834346,50.75436309,0,0,435,107.122,2020/12/13 15:35:42+00,,1.49,,,,,,,,,,,,,,,,,
7.03834536,50.75437874,0,0,436,107.088,2020/12/13 15:35:43+00,,1.58,,,,,,,,,,,,,,,,,
7.03834866,50.75439392,0,0,437,106.951,2020/12/13 15:35:44+00,,1.57,,,,,,,,,,,,,,,,,
7.03835309,50.75441003,0,0,438,107.22,2020/12/13 15:35:45+00,,1.57,,,,,,,,,,,,,,,,,
7.03836125,50.75442495,0,0,439,107.667,2020/12/13 15:35:46+00,,1.58,,,,,,,,,,,,,,,,,
7.03836898,50.75444129,0,0,440,107.949,2020/12/13 15:35:47+00,,1.55,,,,,,,,,,,,,,,,,
7.0383779,50.75445911,0,0,441,107.776,2020/12/13 15:35:48+00,,1.59,,,,,,,,,,,,,,,,,
7.03838367,50.7544752,0,0,442,107.563,2020/12/13 15:35:49+00,,1.48,,,,,,,,,,,,,,,,,
7.03838765,50.75449082,0,0,443,107.824,2020/12/13 15:35:50+00,,1.56,,,,,,,,,,,,,,,,,
7.03839563,50.75450509,0,0,444,107.684,2020/12/13 15:35:51+00,,1.54,,,,,,,,,,,,,,,,,
7.03840737,50.7545187,0,0,445,107.081,2020/12/13 15:35:52+00,,1.59,,,,,,,,,,,,,,,,,
7.03841343,50.75453302,0,0,446,107.307,2020/12/13 15:35:53+00,,1.47,,,,,,,,,,,,,,,,,
7.03841423,50.75454874,0,0,447,106.749,2020/12/13 15:35:54+00,,1.53,,,,,,,,,,,,,,,,,
7.03841403,50.75456363,0,0,448,107.071,2020/12/13 15:35:55+00,,1.51,,,,,,,,,,,,,,,,,
7.03841361,50.75457811,0,0,449,106.877,2020/12/13 15:35:56+00,,1.55,,,,,,,,,,,,,,,,,
7.03841464,50.75459165,0,0,450,107.466,2020/12/13 15:35:57+00,,1.5,,,,,,,,,,,,,,,,,
7.03841879,50.7546035,0,0,451,107.439,2020/12/13 15:35:58+00,,1.43,,,,,,,,,,,,,,,,,
7.03842579,50.75461554,0,0,452,107.557,2020/12/13 15:35:59+00,,1.49,,,,,,,,,,,,,,,,,
7.03843325,50.75462801,0,0,453,107.257,2020/12/13 15:36:00+00,,1.52,,,,,,,,,,,,,,,,,
7.03844038,50.7546412,0,0,454,107.125,2020/12/13 15:36:01+00,,1.52,,,,,,,,,,,,,,,,,
7.03844965,50.75465325,0,0,455,107.076,2020/12/13 15:36:02+00,,1.51,,,,,,,,,,,,,,,,,
7.03845816,50.75466506,0,0,456,107.06,2020/12/13 15:36:03+00,,1.48,,,,,,,,,,,,,,,,,
7.03846694,50.75467695,0,0,457,107.047,2020/12/13 15:36:04+00,,1.51,,,,,,,,,,,,,,,,,
7.0384736,50.75468723,0,0,458,106.723,2020/12/13 15:36:05+00,,1.34,,,,,,,,,,,,,,,,,
7.03848044,50.75469826,0,0,459,106.552,2020/12/13 15:36:06+00,,1.36,,,,,,,,,,,,,,,,,
7.03848857,50.75470987,0,0,460,106.687,2020/12/13 15:36:07+00,,1.27,,,,,,,,,,,,,,,,,
7.03850072,50.75471907,0,0,461,106.949,2020/12/13 15:36:08+00,,1.35,,,,,,,,,,,,,,,,,
7.0385174,50.75472884,0,0,462,107.088,2020/12/13 15:36:09+00,,1.52,,,,,,,,,,,,,,,,,
7.03852922,50.75474117,0,0,463,107.468,2020/12/13 15:36:10+00,,1.5,,,,,,,,,,,,,,,,,
7.0385392,50.75475223,0,0,464,107.449,2020/12/13 15:36:11+00,,1.37,,,,,,,,,,,,,,,,,
7.03854778,50.75476492,0,0,465,107.49,2020/12/13 15:36:12+00,,1.44,,,,,,,,,,,,,,,,,
7.03856295,50.75477532,0,0,466,107.658,2020/12/13 15:36:13+00,,1.57,,,,,,,,,,,,,,,,,
7.03857761,50.75478663,0,0,467,108.404,2020/12/13 15:36:14+00,,1.52,,,,,,,,,,,,,,,,,
